label,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
move_right,0.0,0.0,0.0,0.2493685748448839,-0.1033961966520016,-0.1668934880478446,0.4986633092889182,-0.353335167851764,-0.2355720093027678,0.4338337880672385,-0.6500545219920978,-0.2873121786811254,0.2404988769570483,-0.798008560830256,-0.3249332406634871,0.4108739865738157,-0.974526804619588,-0.1426040667240931,0.5012542223801563,-1.4303577034111188,-0.2721809634499809,0.5291540020015869,-1.7059169429813612,-0.3365505205080341,0.5302544175633136,-1.9583102087029995,-0.3779215755442229,0.1950574389629709,-0.971865231519297,-0.1320248736759487,0.213892134017913,-1.101859736158277,-0.2970534421992153,0.2025331572984358,-0.6987091236463715,-0.3105580771583649,0.2079959641822727,-0.6037787151239994,-0.2816092695013608,0.0057565091523852,-0.9358927878499144,-0.14415661646312,-0.0039814356960035,-0.9866287485184012,-0.3239433782861787,0.0321379973855575,-0.6193418932431672,-0.269548670695907,0.060388311494168,-0.5623975312313271,-0.1906727244016334,-0.1810713203413519,-0.8480105423831806,-0.1719625140299591,-0.1757375267421456,-0.8888260313697178,-0.273430356168759,-0.1069885183255499,-0.6343348132853609,-0.2075637506654822,-0.0811653962695894,-0.554152296358917,-0.1321953616894743
move_right,0.0,0.0,0.0,0.2532871826721278,-0.1908473035936436,-0.1209322055725544,0.4825510014503082,-0.4713918163973878,-0.1813202205870724,0.4263253853858894,-0.7496956059520052,-0.2340695749120262,0.2099741513168354,-0.8122463500832336,-0.2734631149900015,0.3413527876360793,-1.026317823912758,-0.1241801541504222,0.3643935549934124,-1.4959144355860354,-0.2366464066485219,0.3452560608182926,-1.7575350220403367,-0.3029012643345626,0.3082387733224883,-2.011823113146395,-0.3540617244296854,0.1314013487500237,-0.9816534029260632,-0.1381675869021197,0.1565404608060322,-1.1361900595265413,-0.2849563679603381,0.1782799478323711,-0.7417397253552009,-0.3039945129948825,0.19502639085714,-0.6401521327737606,-0.2924162481059003,-0.0453186809458474,-0.9070030371549354,-0.1666853238613698,-0.0435043835846127,-1.0293171423499323,-0.3172111248829015,0.0140957604000654,-0.6696851065168277,-0.2599407192585219,0.0375806977318375,-0.5715665538316279,-0.1921485139140686,-0.2187525058132558,-0.788134833567322,-0.2085210003148642,-0.2006323865843818,-0.8935288875947764,-0.2869731430931579,-0.1229659519583793,-0.6638135173021537,-0.2175118225035957,-0.1019293436883313,-0.5656485460865476,-0.1509241389861971
move_right,0.0,0.0,0.0,0.2496263126127051,-0.186857867954267,-0.142789537117785,0.4742994451668889,-0.4589884967131541,-0.1971088750184994,0.3909999809362725,-0.7318745056917705,-0.2363629241369378,0.1896166167567474,-0.855611084084962,-0.2580887511566685,0.3261232020645503,-1.042320023995908,-0.110261934055973,0.3564953580993738,-1.5054267391069929,-0.2282177415676214,0.3426367444681024,-1.7681673831344682,-0.2939229684803272,0.3046108326069113,-2.012328179757333,-0.3363213504134068,0.1155438176100352,-0.987417128025445,-0.1079677798886365,0.1332479251599055,-1.141638274486159,-0.2576638945330839,0.1593183519434178,-0.7350284866092182,-0.2725569673652646,0.1754352302315859,-0.6286669420701742,-0.2479148714972332,-0.0653865710200133,-0.9159289464305608,-0.1264248332575279,-0.0730805660580858,-1.0181647545694874,-0.2946192428828633,-0.0163091959441105,-0.64196865073945,-0.2421694710259788,0.0124081404093496,-0.5664014159580278,-0.166225745435041,-0.2376977491428575,-0.7968035525786966,-0.158200367600574,-0.2323546691886323,-0.8884185000281676,-0.2443479732596738,-0.1505535069938504,-0.6413680697647496,-0.1707710758572123,-0.1233821582900958,-0.5491112997285816,-0.0935163717849297
move_right,0.0,0.0,0.0,0.249622583969311,-0.1453066024604168,-0.1687228237680019,0.4790925205611314,-0.4224286270990169,-0.2336288960779113,0.396394459516889,-0.7065643574886412,-0.2812611946391978,0.1849665755701764,-0.8095729562139866,-0.3155550785253507,0.3286371053697134,-1.014734027894417,-0.126746913415097,0.3680481139845589,-1.4826920192683348,-0.237418086039465,0.3608115459990559,-1.74804625118394,-0.2967243368602789,0.3309182159555929,-1.9889586952640896,-0.3361465346913844,0.1247859699548309,-0.985817262855506,-0.1122175831075965,0.1273292380259533,-1.1277098598831008,-0.2811497812544724,0.1455656390232163,-0.7399492904456771,-0.3101891843593966,0.1647093772908329,-0.5930478966166995,-0.2867139603906635,-0.0572528966432446,-0.9302533526945674,-0.1184116034043898,-0.0729566690777148,-0.9896002464372008,-0.2970315703958117,-0.0234412484721337,-0.6324173402190038,-0.2608327002757468,0.0102735092431217,-0.5269386732398441,-0.1886172680108455,-0.2324360896540191,-0.8301351537321137,-0.139773812152595,-0.2293723368354096,-0.880922066513145,-0.2388372545905308,-0.1546577372614124,-0.6421409996716486,-0.1845630833618278,-0.1172865351835297,-0.5369349878259504,-0.1150463269197176
move_right,0.0,0.0,0.0,0.2616552585476242,-0.1600915264519808,-0.1499149946131792,0.5031466654547022,-0.4275918639831849,-0.196357792139436,0.4309401077111639,-0.7221656833120842,-0.2225232925681775,0.2104725331183534,-0.8434690157275665,-0.2318841001119093,0.3638605981200632,-1.022367951926216,-0.1199397227729195,0.4180171509576341,-1.5009958695207763,-0.2442646471931685,0.4210785891694911,-1.768417386387089,-0.3262664523709627,0.39892322627794,-2.0230989412048133,-0.3799040964441821,0.1544793498201454,-0.9820467867647918,-0.1082600530393947,0.1707710364099488,-1.1507690670537498,-0.2661557610814538,0.179932830855551,-0.7423513286848585,-0.2972119929595061,0.1924127936786574,-0.5965654986505071,-0.2827412816660227,-0.0331585824188806,-0.9295054400684204,-0.1161387415000667,-0.0449311206938625,-1.0430244872066656,-0.2831435758015101,-0.0069934633804531,-0.6601973850946686,-0.2400451263735966,0.0260199727817882,-0.545930522357903,-0.1690608882635155,-0.2093033720300893,-0.8298913752579041,-0.1376053770496007,-0.2104852461288198,-0.91653845997579,-0.2198219776199464,-0.1410770762491453,-0.6662736229314147,-0.1481084939873474,-0.1070336683018032,-0.5531225992847283,-0.070576247302834
move_right,0.0,0.0,0.0,0.2649403464470948,-0.1705389202329743,-0.1363132204900765,0.5046624953383236,-0.4202329320082618,-0.1845889750449479,0.4439095323827138,-0.7209780055752907,-0.2162407362528304,0.2304811405529893,-0.8380313495096741,-0.2312070517369736,0.3749095175546783,-1.008631865031903,-0.1122848320548222,0.4310336874159323,-1.47972221238889,-0.2340473841631959,0.4335555214627693,-1.751846127309366,-0.3130285333239916,0.4110856742726929,-2.005844092057256,-0.3654978945342597,0.1653579132228881,-0.9802993181873216,-0.108027807975744,0.1984280095774233,-1.1495327326956073,-0.2670343590325509,0.1955933400591749,-0.7392692340588349,-0.2955432063149669,0.1939444155872036,-0.5924915184027226,-0.2796049250265737,-0.0214686021865549,-0.9305571920203668,-0.1210339980782698,-0.0164555173687521,-1.0529330263438663,-0.2838857261735167,0.011719682808847,-0.6756417289963408,-0.2326016455438876,0.0295574499169739,-0.5538934234782167,-0.157364339524114,-0.1990797620522392,-0.8272753257157778,-0.1468623159101094,-0.1884512876682263,-0.9257934895221678,-0.2225920001665651,-0.1207664966151563,-0.6820742208045768,-0.1445740902152395,-0.0978719134629808,-0.571621147958209,-0.0642199047055658
move_right,0.0,0.0,0.0,0.2582680913274653,-0.1123636073605259,-0.1548206731144506,0.5109750619312672,-0.3686136562286798,-0.2292077775505948,0.4723462490465013,-0.6655921146720598,-0.2919651565932401,0.2631062677729247,-0.7723719473558254,-0.3415366075534369,0.3873636252709333,-0.9788900561648118,-0.1329562633781992,0.4427150199829888,-1.432557696121315,-0.2529068389164781,0.446860551812511,-1.6981010336922395,-0.3095647649765944,0.42604553335827,-1.9441025049729683,-0.3469743704231275,0.1793867434697146,-0.975312430621987,-0.1287868741043218,0.2029426070742644,-1.0883264896108071,-0.2968077576389137,0.2099086976515551,-0.6846675927028741,-0.3085416558198565,0.2172504190886334,-0.5925314168881388,-0.275972545309295,-0.0052799285308485,-0.9325826858778584,-0.1443391137781447,-0.0054637087253469,-0.9811871670088356,-0.3238182075035308,0.0345591717981182,-0.6154861012123801,-0.267442039985057,0.0535761743125011,-0.5494526596791114,-0.1861971945816683,-0.1892408590988404,-0.8465633605736944,-0.1744704996498742,-0.170617185845102,-0.8636938551439347,-0.272370566766891,-0.1047385699225297,-0.6159806653259264,-0.2087067995211593,-0.084691520478273,-0.5416993442317042,-0.1360986852439519
move_right,0.0,0.0,0.0,0.2535299880398559,-0.1417323484296919,-0.1491887771594172,0.498929374759539,-0.3953554150115438,-0.2035965394558267,0.4400526065789766,-0.693063388669854,-0.2394272760324025,0.2289308406807788,-0.8059778295418717,-0.2579217634017371,0.3782666749242269,-1.0030789161861895,-0.1253676177541187,0.4405208241308984,-1.4712676547200874,-0.24508391609011,0.4485648440455425,-1.7324511988971252,-0.3146204372027567,0.4274830486308111,-1.9821155319811603,-0.3605605239142387,0.1683528114405191,-0.9788170549550126,-0.1165096725996125,0.1921211727843915,-1.129978160819421,-0.2684333533739524,0.1928492757949967,-0.7093178116895384,-0.2839707608876547,0.1984085647372708,-0.5858878966876351,-0.2588627182526881,-0.0161886042024309,-0.9335770700083836,-0.1271618425966081,-0.0202131565175009,-1.0226254100053285,-0.2908332730047064,0.0122197012736224,-0.63746725067888,-0.2366923523402631,0.037160372023513,-0.5414247432751145,-0.1593873922996974,-0.1952173407951534,-0.8381226946969866,-0.1517045813931516,-0.1919684900774149,-0.9027149655792274,-0.2324793301018611,-0.1215090224811989,-0.6494023491268246,-0.1584865502043259,-0.0928014250013681,-0.5512074534051903,-0.080513647458893
move_right,0.0,0.0,0.0,0.2573580200633434,-0.1568301389965122,-0.1371021453086657,0.4958604876958323,-0.3928857491651399,-0.1959260769085915,0.4468825856634778,-0.6890614030504805,-0.2413761158686271,0.2371739842203729,-0.8176534080651396,-0.2703481343487214,0.3820979731335411,-1.0064421678649955,-0.1137887226731768,0.4468089768808513,-1.463654237331076,-0.2379986079006674,0.4566404027902794,-1.7359765562686091,-0.3145262537336737,0.4398120531545186,-1.985800463606739,-0.3637242417956917,0.1673688860815239,-0.9797210516676182,-0.1101558754271693,0.2040628642208476,-1.131518859963761,-0.2679138622945335,0.1977836966316204,-0.7251206817058924,-0.2908080268602994,0.1964683274279035,-0.6027755523049404,-0.270889254084797,-0.0194795349272575,-0.9323580304372542,-0.1241099660289692,-0.0102375433308158,-1.0419942227826535,-0.2870928809059387,0.0154441660911975,-0.6709361569131562,-0.2304896659948005,0.0325101226210688,-0.5653305389620364,-0.1520298601243446,-0.195137869833878,-0.8350463737270242,-0.1510729106969514,-0.1804859852468704,-0.9243490564563036,-0.224600839998309,-0.1153042096206356,-0.6804333820279006,-0.1423262801201824,-0.0926931991458928,-0.5768635686644804,-0.0589890771693502
move_right,0.0,0.0,0.0,0.258187067515763,-0.0963228817575287,-0.1417467940314819,0.5108806286254427,-0.353223926861916,-0.2115235722779626,0.476603195938418,-0.6443508006488481,-0.2737981107879739,0.271805181504582,-0.7571310009141657,-0.327536721240848,0.3933494852991626,-0.972935151170003,-0.1219711675455539,0.4714910248460948,-1.4258530933246252,-0.2374766076278494,0.4955543799052228,-1.696266021285993,-0.2976929794755263,0.4896841783274715,-1.939987867660375,-0.3389521738395292,0.1868291344869163,-0.9748228453393358,-0.1217180952504223,0.2035119920224601,-1.082812872251457,-0.2958940456000027,0.201730318069416,-0.6862605640257344,-0.3204026082318421,0.2062048211499756,-0.5641920647851001,-0.2948981375271653,0.0018009375732451,-0.9329473908918584,-0.13789327026982,-0.004930643109261,-0.97426996537853,-0.3185286235732362,0.0236678180983582,-0.6153960327726933,-0.2685020389126552,0.0415718766663532,-0.5258657565967017,-0.1896045077306079,-0.1813757020352657,-0.848357881771511,-0.1665600505392288,-0.1669637019175786,-0.8776039943269103,-0.2668471427812442,-0.1110543486277465,-0.6263255359449897,-0.2042838960363589,-0.0864302394272927,-0.5362087739306154,-0.1296462349986626
